Date,nickName,text,Content_Type,views,likes,shares,comments,Like_Rate (%),Share_Rate (%),Comment_Rate (%),Video_Length,hashtag1,country,Positive_Keywords,Negative_Keywords,videoUrl
2025-05-06,G4BSOULZ👾‼️🔥,Vanessa And IShowSpeed Cute moments Green apples together🥺❤️ #ishowspeed #ishowspeedclipz #fyp #greenapple #wholesome #cutee #couple #foruyou #wyzbca #vanessannewilliams ,Other,607600,19100,250,109,3.1,0.0,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@gabmlbns_clips/video/7501430606895549718
2024-11-07,YZN,Speed Looks serious ☠️ #aura #speed #ishowspeed #fyp #edit ,Other,2400000,109600,2336,416,4.6,0.1,0.0,Short (<15s),aura,,0.0,0.0,https://www.tiktok.com/@yzn.cc/video/7434628400507030802
2025-01-02,AI_FootballZone,AI MENTALITY💀 @IShowSpeed  #ronaldo #speed #ai #fyp #viral ,Other,313200,9243,3758,444,3.0,1.2,0.1,Short (<15s),,,0.0,0.0,https://www.tiktok.com/@ai_footballzone/video/7455105893055696150
2022-11-16,Money Kicks,@ishowspeed meets Ronaldo 🔥🔥🔥 #siuuuu #speed #ishowspeed #cristianoronaldo,Other,106700000,9700000,153300,90400,9.1,0.1,0.1,Short (<15s),,,0.0,0.0,https://www.tiktok.com/@moneykicks971/video/7166711107359362305
2024-12-21,PlexGames!,Speed Reacts To Him As Spongebob 😂 #funny #meme #speed #ishowspeed,Meme/Comedy,1300000,67800,2600,653,5.2,0.2,0.1,Medium (15-60s),funny,,0.0,0.0,https://www.tiktok.com/@plexgamesofficial/video/7450802215679298849
2024-11-13,Clip 🔌,Speed taking over every sport 😭 #ishowspeed #olympics #fyp #athlete ,Other,2800000,76200,322,470,2.7,0.0,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@cliplug_/video/7436823820889148705
2024-07-07,iShowSpeedRush,iShowSpeed conhece garota da Polônia! #ishowspeed #polonia🇵🇱,Other,14200000,420800,33000,3739,3.0,0.2,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@ishowspeedrush/video/7388998477998591237
2025-02-14,vrzari,#vanessa #ishowspeed #fyp #foryoupage ,Other,1700000,53400,648,209,3.1,0.0,0.0,Short (<15s),vanessa,,0.0,0.0,https://www.tiktok.com/@vrzari/video/7471340169778547990
2025-05-16,.,PERFECT #ishowspeed #speedgie #fyp #edit #viral #speed ,Other,35400,1915,55,20,5.4,0.2,0.1,Short (<15s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@speedgie/video/7504849070003965226
2025-01-22,Clips_bestof,ISHOWSPEED Celebrates 35M Subs with Vanessa and Argentinian Fans! 🥹💝🇦🇷#argentina🇦🇷 #ishowspeed #vanessa #speedinargentina ,Other,1300000,33100,332,380,2.5,0.0,0.0,Medium (15-60s),argentina🇦🇷,,0.0,0.0,https://www.tiktok.com/@clips_1.00/video/7462656248052239622
2025-05-24,Garjo Clips,Old Speed is Back!!💀🙏 #ishowspeed ,Other,1500000,79100,825,195,5.3,0.1,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@garjo_clips/video/7508084770216299822
2025-04-30,ishowspeedclipzsz2,Speeds best sleep stream clips💔😭#ishowspeed#speed#streaming#gaming#fyp#funny#viral#CapCut ,Meme/Comedy,467500,37400,3254,458,8.0,0.7000000000000001,0.1,Long (1-5m),ishowspeed,,1.0,0.0,https://www.tiktok.com/@ishowspeedclipzsz2/video/7499228461215616279
2025-06-01,PlugFC,The moment Speed realized he had been using Alphonso Davies’s phone the whole time #ishowspeed #fyp ,Other,65700,3048,46,4,4.6,0.1,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@plugfc7/video/7511026638281264406
2021-06-29,Ty,Speed making history on YT gaining 100k in a day leave a 💚 for speed💚💪🏾 #ishowspeed #ishowspeedclipz #ishowspeedyt #ishowspeedrage #speedy #fypシ,Rage Content,52300,1158,0,87,2.1999999999999997,0.0,0.2,Short (<15s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@itztybihhh/video/6979285376657640710
2024-05-27,⚡️Widespread💲9,Omg 😭😭😅☠️! #speed #foryou #fypシ゚viral #speedclips #messi #trollface #troll #foryoupage #edit ,Other,4200000,287500,24500,3057,6.800000000000001,0.6,0.1,Medium (15-60s),speed,,0.0,0.0,https://www.tiktok.com/@widespread_9/video/7373830215149178155
2025-01-18,SpeedNaldo7,iShowSpeed Got Caught Looking 😂⚡#ishowspeedclips #ishowspeedlive #viralvideos #foruyou #foryoupage❤️❤️ #forupage #ishowspeedclipz #prankvideo,Meme/Comedy,181300,9293,276,166,5.1,0.2,0.1,Medium (15-60s),ishowspeedclips,,0.0,0.0,https://www.tiktok.com/@speednaldo7onyt/video/7461245905363094806
2025-04-20,clippedbyboonk,Ishowspeed reacts to the challenge with china car #ishowspeed #fyp #funny ,Meme/Comedy,66600,1463,38,22,2.1999999999999997,0.1,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@live_speedy_00/video/7495450091310812447
2025-05-30,BY JAM💎,9-5 worker donates $50 to ishowspeed ($600M) & said this😭💀 #Fyp #viral #germany #fifa #speed #ishowspeed #uefa #champions #football #soccer #ucl #uclfinal #psg #intermilan ,Gaming/Sports,2800000,76200,422,512,2.7,0.0,0.0,Short (<15s),fyp,,0.0,0.0,https://www.tiktok.com/@clipsbyjam/video/7510278484887866667
2024-07-05,IShowSpeed,ronaldo💔.   #ishowspeed ,Other,87800000,6600000,129600,68900,7.5,0.1,0.1,Medium (15-60s),ishowspeed,2921044.0,0.0,0.0,https://www.tiktok.com/@ishowspeed/video/7388296004463873322
2025-03-31,atomclipz,The WHOLESOME moment when IShowSpeed did not EXPECT people in China to be this NICE after they DECLINED his MONEY ❤️ #ishowspeed #speed #ishowspeedclips #china @IShowSpeed ,Other,1900000,224600,2226,1607,11.799999999999999,0.1,0.1,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@atomclipz/video/7487866419820989703
2025-04-20,BY JAM💎,Someone found the video from ladies POV😭❤️‍🩹 #Ishowspeed #speed #fyp #foryou #foryoupage #viral #ishowspeedclips ishowspeed speed ,Other,3100000,379600,100000,3351,12.2,3.2,0.1,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@clipsbyjam/video/7495444047125876011
2024-07-24,5 Fall in love,speed did his pc like diddy did  meek #top5 #funnymoments #5ivefallinlove #ishowspeed ,Meme/Comedy,1500000,182400,23900,944,12.2,1.6,0.1,Long (1-5m),top5,,1.0,0.0,https://www.tiktok.com/@5ivefallinlove/video/7394988528309996830
2024-04-25,bleacherreport,@Ishowspeed is FAST ⚡️ (via @NFL) #speed #ishowspeed #nfl ,Other,1400000,56200,419,313,4.0,0.0,0.0,Medium (15-60s),,,0.0,0.0,https://www.tiktok.com/@bleacherreport/video/7361607161085955370
2025-04-20,ohnegg,@ishowspeed accidentally upload this on Douyin 😂 #ishowspeed #ishowspeedclipz #douyin,Other,535200,19400,3006,466,3.5999999999999996,0.6,0.1,Short (<15s),,,0.0,0.0,https://www.tiktok.com/@edozmeister/video/7495467418219728134
2025-04-07,BY JAM💎,speed met the 2nd tallest building in the world😳 #Ishowspeed #speed #fyp #foryou #foryoupage #viral #ishowspeedclips ishowspeed speed ,Other,841900,48200,493,927,5.7,0.1,0.1,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@clipsbyjam/video/7490541613698059563
2025-04-02,Kick Clipper,"IShowSpeed got scared when he heard this sound in Chongqing, China 😭 #ishowspeed #fyp ",Other,2200000,158000,3572,680,7.199999999999999,0.2,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@kickclipper_/video/7488685634241056022
2025-03-08,BestClips,The touch from ishowspeed🥵 #ishowspeedclipz #sidemencharitymatch #ksi #ishowspeedlive #foryoupage #viral_video #clips #tiktokclips #follow #likе #today ,Other,520900,9312,150,62,1.7999999999999998,0.0,0.0,Short (<15s),ishowspeedclipz,,0.0,0.0,https://www.tiktok.com/@mr.films0/video/7479547339854646550
2023-01-02,drmadokay,Madokay💀 #kaicenat #adinross #ishowspeed #fördig ,Other,10000000,990500,81600,14300,9.9,0.8,0.1,Short (<15s),kaicenat,,0.0,0.0,https://www.tiktok.com/@drmadokay/video/7183876384421367045
2025-05-10,feelthenothingg,Speed reaction to his own glow up 🐵🐒#fyp #ishowspeedclipz #ishowspeed #memes #funnymemes #monkey ,Meme/Comedy,38900,1143,194,60,2.9000000000000004,0.5,0.2,Short (<15s),fyp,,0.0,0.0,https://www.tiktok.com/@feelthenothingg/video/7502667132136590600
2022-11-26,IshowSpeedClips,Nahh💀 #ishowspeed #adinross ,Other,359100,3824,277,62,1.0999999999999999,0.1,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@griddyball/video/7170466854450842886
2025-01-19,Live About It,"Gracie Bon at the IShowSpeed irl Stream in Panama City, Panama. #ishowspeed #poinpanama #visitpanama #panama #twitch #graciebon #cintacostera #zipline  #colombia @ishowspeed @therealgracibon",Other,1600000,43800,51900,1404,2.7,3.2,0.1,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@laiglobal/video/7461628537254989061
2024-07-09,Clockssss,Speed Find his Biggest Girl Fan in poland🇵🇱#ishowspeed #speed #viral #fyp #cr7 #poland  ,Other,343800,4982,252,124,1.4000000000000001,0.1,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@clockssss/video/7389420088128015649
2025-01-27,ViralShorts,iShowSpeed x Gracie Bon #ishowspeed #speed #fyp #graciebon #gracie #irl #panama #colombia #isgowspeedclipz #kaicenatclips #CapCut ,Other,1000000,8963,348,214,0.8999999999999999,0.0,0.0,Short (<15s),ishowspeed,3703430.0,0.0,0.0,https://www.tiktok.com/@speed.l88/video/7464386759334399254
2024-07-10,🥵,VERONIG… ily @IShowSpeed #ishowspeed ,Other,1800000,44000,2511,448,2.4,0.1,0.0,Short (<15s),,,0.0,0.0,https://www.tiktok.com/@makapaka0007/video/7389986309693000993
2025-03-13,ishowspeedfanpage080,I show speed with whitegirl🔥😱#ishowspeedclipz #kaicenat #tiktokwales🌹 #funnyclip ,Meme/Comedy,74500,313,20,20,0.4,0.0,0.0,Short (<15s),ishowspeedclipz,,0.0,0.0,https://www.tiktok.com/@ishowspeedfanpage080/video/7481365897685372182
2024-07-22,Funny Clips,Speed + Ronaldo = ♥ #ronaldo #ishowspeed #ronaldoandishowspeed #pregnant #funnytiktok #sui #aigenerated,Meme/Comedy,152900,1912,573,0,1.3,0.4,0.0,Medium (15-60s),ronaldo,,0.0,0.0,https://www.tiktok.com/@pusha951/video/7394571636948749600
2024-07-01,youknowww,#fyp #speed #cr7  speed prestame una lana,Other,1200000,84600,532,397,7.000000000000001,0.0,0.0,Medium (15-60s),fyp,,0.0,0.0,https://www.tiktok.com/@youknow9998/video/7386744212924108038
2025-02-18,Strimmeyko,go go go go go  #ishowspeed #shake #edit #fyp #ishowspeedclipz ,Other,168700,1052,963,76,0.6,0.6,0.0,Short (<15s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@strimmeyko/video/7472800394268265734
2025-05-27,ishowspeedsister,,Other,835800,3211,139,0,0.4,0.0,0.0,Short (<15s),,6252001.0,,,https://www.tiktok.com/@_ishowspeedsister/video/7509090143890984223
2024-12-15,Nab Boy,Power of money 😭#ishowspeedclipz #edit #foryoupage #viewsproblem #views #CapCut @IShowSpeed ,Other,17300000,774100,47700,5846,4.5,0.3,0.0,Medium (15-60s),ishowspeedclipz,,0.0,0.0,https://www.tiktok.com/@nab.boy3/video/7448464643380595990
2025-03-05,….,#fy #fyp #ishowspeedclipz #ishowspeed ,Other,430400,15100,1047,138,3.5000000000000004,0.2,0.0,Medium (15-60s),fy,,0.0,0.0,https://www.tiktok.com/@motivantion123/video/7478452380166622510
2024-06-01,autoclip,#CapCut #ishowspeed #ishowspeed #dog #ai #aidog #lol #attack #attacked #ew ,Other,1500000,14600,7175,523,1.0,0.5,0.0,Long (1-5m),capcut,,0.0,0.0,https://www.tiktok.com/@autoclip0/video/7375625196356586785
2024-12-25,AI_videoclips,Speed Out Of Context 😂 #AI #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #fyp #paratii #outofcontext #humor #speedandronaldo #cristiano #speed #tiktok ,Other,177900,1471,367,73,0.8,0.2,0.0,Short (<15s),ai,,0.0,0.0,https://www.tiktok.com/@ai_videoclips07/video/7452207651959704874
2023-10-15,𝖀𝖘𝖒𝖆𝖓 🪙,iShowSpeed To Babar Azam❤️😍 #ishowspeed #babarazam #pleaseunfrezzemyaccount #pakvsind #babarazamfans #foryou #ishowspeedclipz ,Other,684500,64100,621,536,9.4,0.1,0.1,Short (<15s),ishowspeed,1168579.0,0.0,0.0,https://www.tiktok.com/@usman.dahar2001/video/7290255503525989638
2025-04-11,atomclipz,IShowSpeed doesn’t REALIZED who he just met after the most AURA man pulled up to him 👀😳 #ishowspeed #speed #ishowspeedclips @IShowSpeed ,Other,6300000,368300,4256,1367,5.800000000000001,0.1,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@atomclipz/video/7491895617208241415
2025-02-12,Tim Argane,Aura or nah? #ishowspeed #ishowspeedclipz #ishowspeedlive #ishowspeededit #ishowspeedfootball #football #matchforhope #sewy #cr7 #speed ,Gaming/Sports,3800000,209500,2663,728,5.5,0.1,0.0,Short (<15s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@timargane/video/7470618746705431815
2022-04-18,.,catch me editing this 1m times  #foryoupage #ishowspeed #ishowspeededit #speed #speededit #speedclips #fypシ,Other,198000,16400,146,206,8.3,0.1,0.1,Short (<15s),foryoupage,,0.0,0.0,https://www.tiktok.com/@m8fxvs/video/7088048765067611438
2024-12-28,IShowHighlights,IShowSpeed Sings Murder On My Mind 💔 #edit #fyp #ishowspeedclipz #ynwmelly ,Other,3200000,339600,12800,1130,10.6,0.4,0.0,Medium (15-60s),edit,,0.0,0.0,https://www.tiktok.com/@ishowhighlightss/video/7453498450580311319
2025-01-18,Jesús Music,Speed ​​Dancing 🤩 Thanks for the video @IShowSpeed #parati #Viral #fyp #jesusmusic_oficial ,Other,7100000,281100,18700,5369,4.0,0.3,0.1,Short (<15s),,,0.0,0.0,https://www.tiktok.com/@jesusmusic_oficial/video/7461335533596331269
2025-04-02,Kick Clipper,The moment IShowSpeed decided to buy this amazing car in China 🤯 #ishowspeed #fyp ,Other,1400000,73700,1402,427,5.3,0.1,0.0,Medium (15-60s),ishowspeed,,1.0,0.0,https://www.tiktok.com/@kickclipper_/video/7488653679336148246
2025-04-08,atomclipz,China shows their appreciation to IShowSpeed for showing China to the whole world ❤️ #ishowspeed #speed #ishowspeedclips #china @IShowSpeed ,Other,7700000,1100000,27000,4619,14.299999999999999,0.4,0.1,Short (<15s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@atomclipz/video/7490813858785873170
2025-03-01,Double_A,😭😭😂#ishowspeed #speed #am_double_a ,Other,12500000,1500000,394800,11700,12.0,3.2,0.1,Long (1-5m),ishowspeed,,0.0,0.0,https://www.tiktok.com/@am_double_a/video/7476891625361313046
2025-05-06,atomclipz,IShowSpeed couldn’t believe he’s in GTA 6 👀😳 #speed #ishowspeed #ishowspeedclips #gta #gta6 @IShowSpeed ,Other,6000000,457800,33900,1735,7.6,0.6,0.0,Short (<15s),speed,,0.0,0.0,https://www.tiktok.com/@atomclipz/video/7501439816589004050
2024-12-28,ISHOWMEAT,ISHOWSPEED WELCOME Poland 🇵🇱 #ishowspeed #viral #fyp #poland,Other,1800000,160500,17700,879,8.9,1.0,0.0,Short (<15s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@ishowmeat_edit/video/7453616158139256086
2025-04-05,atomclipz,IShowSpeed INSTANTLY purchased three EXCLUSIVE China gaming pc type of phone 👀😳 #ishowspeed #speed #ishowspeedclips #china @IShowSpeed ,Other,5600000,451800,4538,1841,8.1,0.1,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@atomclipz/video/7489732580711877906
2025-03-24,BY JAM💎,ishowspeed learnt this from his monk tutor🥺❤️‍🩹 #Fyp #ishowspeed #speed #speedclips #ishowspeedclips #lsf #viral #yt ,Other,938600,19300,90,75,2.1,0.0,0.0,Short (<15s),fyp,,0.0,0.0,https://www.tiktok.com/@clipsbyjam/video/7485289894034623790
2024-07-03,N-JoyIt,ISHOWSPEED HAS A BARK OFF WITH KID😭 #fy #4u #fyp #foryou #foryoupage #stream #streamer #speed #ishowspeed #sweden #bark #kid @IShowSpeed ,Other,16000000,956900,52300,3771,6.0,0.3,0.0,Medium (15-60s),fy,,0.0,0.0,https://www.tiktok.com/@njoyit2/video/7387408836555967777
2025-03-26,Kick Clipper,The moment IShowSpeed met first Messi fan in Beijing 💀 #ishowspeed ,Other,1900000,154900,8115,1021,8.200000000000001,0.4,0.1,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@kickclipper_/video/7485953899023715606
2023-03-13,vrewls,wow W speed moment #ishowspeed #quran #foryoupage #trending #viral #funny @ishowspeed ,Meme/Comedy,74100,5729,1320,83,7.7,1.7999999999999998,0.1,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@vrewls/video/7210138413494766890
2025-05-10,KING,he SAD moment iShowSpeed tries  to give his brother ADVICE on being  a streamer but he IGNORES him 💔 #ishowspeed #ishowspeedlive ,Other,1400000,108100,2811,1141,7.7,0.2,0.1,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@theclipstudiox/video/7502636971001679150
2025-03-28,Kick Clipper,IShowSpeed performs his new Kung Fu skills in front of hundreds of fans in China ❤️‍🩹 #ishowspeed #fyp ,Other,7500000,929900,160200,4909,12.4,2.1,0.1,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@kickclipper_/video/7486783653884742934
2023-06-18,anonnclipzz,Speeds Bradley Donation 🇵🇹❤️ #speed #ishowspeed #ishowspeedlive #ishowspeedclipz #ronaldo #fyp ,Other,3500000,184500,2728,689,5.3,0.1,0.0,Short (<15s),speed,,0.0,0.0,https://www.tiktok.com/@anonnclipzz/video/7245956440836279579
2025-05-02,Ishowspeed/brairotquiz,#viral #dc #fyp #ishowspeed #polish #learing #funny,Meme/Comedy,402800,48500,5255,318,12.0,1.3,0.1,Medium (15-60s),viral,,0.0,0.0,https://www.tiktok.com/@ishowspeed_brainrot/video/7499914283770236182
2022-10-08,gamingdetail,Sewy #gaming #fortnite #ishowspeed #speed #ishowspeedclipz #memes #fortniteclips #fortnitefunny #fortntiedance #fyp #foru ,Meme/Comedy,909500,18100,4559,304,2.0,0.5,0.0,Short (<15s),gaming,,0.0,0.0,https://www.tiktok.com/@gamingdetail/video/7152266985294925062
2025-05-06,atomclipz,The WHOLESOME moment when IShowSpeed calls his Dad to tell him he’s in GTA 6 ❤️ #speed #ishowspeed #ishowspeedclips #gta #gta6 @IShowSpeed ,Other,4700000,287300,9438,940,6.1,0.2,0.0,Short (<15s),speed,,0.0,0.0,https://www.tiktok.com/@atomclipz/video/7501449280251612424
2025-03-31,Kick Clipper,IShowSpeed couldn't stop smiling after meeting him in Chengdu 😭❤️‍🩹 #ishowspeed #fyp ,Other,4900000,452400,74100,2106,9.2,1.5,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@kickclipper_/video/7487879535250263318
2025-04-24,TopSpeedLives,IShowSpeed packs Ronaldo on FIFA  #ishowspeed #reaction #fifa #funnyclip ,Gaming/Sports,2600000,39000,26000,2546,1.5,1.0,0.1,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@topspeedlives/video/7496973941475380502
2025-05-31,BY JAM💎,SPEED just met the greatest boxer of all time😳🔥 #Fyp #viral #germany #fifa #speed #ishowspeed #uefa #champions #football #soccer #ucl #uclfinal #psg #intermilan #championsleague #uefachampionsleague #bayern #bayernmunich #khabib #ufc #mma ,Gaming/Sports,638000,23100,366,245,3.5999999999999996,0.1,0.0,Short (<15s),fyp,,1.0,0.0,https://www.tiktok.com/@clipsbyjam/video/7510732477489581355
2025-05-23,clippedishowspeed,#ishowspeedclipz #ishowspeedlive #ishowspeedlive #ishowspeedclips #fyp #tommyrichman ,Other,4600000,227900,4430,597,5.0,0.1,0.0,Long (1-5m),ishowspeedclipz,,0.0,0.0,https://www.tiktok.com/@clippedishowspeed/video/7507727741253373206
2025-04-07,atomclipz,IShowSpeed sings NAE NAE song with the man himself in China LIVE Television 👀😳 #ishowspeed #speed #ishowspeedclips #china @IShowSpeed ,Other,3000000,218200,29400,999,7.3,1.0,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@atomclipz/video/7490558115394391303
2025-03-12,greke,#speedinSidemenCharityMatch #ishowspeed #viral #fyp #trending #explore #foryou #ishowspeedclipz #football #sidemen #ishowspeedlive #meme #funny #speed ,Gaming/Sports,3000000,162000,2306,576,5.4,0.1,0.0,Short (<15s),speedinsidemencharitymatch,,0.0,0.0,https://www.tiktok.com/@greke_editor/video/7480974780141735190
2025-05-06,atomclipz,IShowSpeed was SHOCKED after GTA 6 actually put him in the game 👀😳 #speed #ishowspeed #ishowspeedclips #gta #gta6 @IShowSpeed ,Other,1400000,34800,1318,416,2.5,0.1,0.0,Short (<15s),speed,,0.0,0.0,https://www.tiktok.com/@atomclipz/video/7501445113399250194
2025-03-28,Kick Clipper,The actions in this video are performed or supervised by professionals. Do not attempt. | IShowSpeed officially learned Kung Fu in China ❤️‍🩹 #ishowspeed #fyp ,Other,4800000,131800,9482,917,2.7,0.2,0.0,Short (<15s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@kickclipper_/video/7486781938573774102
2024-09-18,LoLwithkai,IshowSpeed is the GOAT🐐  #ishowspeed #indonesia  #ishowspeedclipz #funny #aura #ishowspeedlive #ishowspeedinindonesia #aura #trending #viral #w ,Meme/Comedy,426300,23700,1114,249,5.6000000000000005,0.3,0.1,Short (<15s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@lolwithkai/video/7415936389696474401
2025-04-11,speed,#ishowspeedinmongolia #speedinmongolia #ishowspeedchina #ishowspeedmongolia #mongolia ,Other,2900000,186300,6228,1616,6.4,0.2,0.1,Long (1-5m),ishowspeedinmongolia,,0.0,0.0,https://www.tiktok.com/@ishowdailyupdate3/video/7491958091886447894
2025-03-31,atomclipz,IShowSpeed was SHOCKED after China has an ADVANCE technology glasses where it translate AUTOMATICALLY 👀😳 #ishowspeed #speed #ishowspeedclips #china @IShowSpeed ,Other,1700000,147300,5976,785,8.7,0.4,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@atomclipz/video/7487891987736120594
2025-05-18,IShowSpeed,IShowSpeed FINALLY Complete The Last Of Us Marathon After 30+ Hours NO SLEEP OR FOOD 👏 😴 #fyp #foryoupage #foryou #viral #trending #ishowspeed #speed #thelastofus #thelastofus2 ,Other,726400,61600,6259,496,8.5,0.8999999999999999,0.1,Medium (15-60s),fyp,,0.0,0.0,https://www.tiktok.com/@speedclipshq/video/7505680906745613590
2024-07-04,IShowTheGoat,Ishowspeed arrived in norway and thousands of people waiting outside 😳 #ishowspeed #fyp ,Other,1400000,25000,1500,256,1.7999999999999998,0.1,0.0,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@ishowgoats7/video/7387578307144912144
2025-04-02,atomclipz,"Crowd POV of more than 10,000 fans following IShowSpeed in China 👀😳 #ishowspeed #speed #ishowspeedclips #china @IShowSpeed ",Other,867500,33900,2274,606,3.9,0.3,0.1,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@atomclipz/video/7488830408780500242
2025-04-04,Sundy,Ishowspeed is crazy 😂😂 #ishowspeedclipz #ishowspeed #fyp #chinaa #hongkong #usa_tiktok #asia #chinese ,Other,3200000,195100,19100,2721,6.1,0.6,0.1,Medium (15-60s),ishowspeedclipz,,0.0,0.0,https://www.tiktok.com/@speedclips56/video/7489404017169255702
2025-04-20,greke,#speedinFlorida #ishowspeed #ishowspeedFlorida #foryou #EURO2024 #ishowspeedclipz #ishowspeedinFlorida #Florida #fyp ,Other,1100000,37300,2581,741,3.4000000000000004,0.2,0.1,Short (<15s),speedinflorida,,0.0,0.0,https://www.tiktok.com/@greke_editor/video/7495437800280509718
2025-05-11,i SHOW WHITE,Speed bertemu orang indonesia di resto pantai miami @IShowSpeed #ishowspeed #speed #fyp #viral #indonesia ,Other,2400000,182000,6274,1444,7.6,0.3,0.1,Short (<15s),,,0.0,0.0,https://www.tiktok.com/@alzonyth/video/7503276286794583304
2025-04-04,Kick Clipper,IShowSpeed decided to end his stream after what happened in Hong Kong with fans 🤯 #ishowspeed #fyp ,Other,1200000,43200,1036,921,3.5999999999999996,0.1,0.1,Medium (15-60s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@kickclipper_/video/7489392982592998678
2025-05-31,Nassman22,unc really thought he done something 😂 #ishowspeedclipz #aura #relatable #fyp #championsleague ,Other,632500,23600,476,280,3.6999999999999997,0.1,0.0,Short (<15s),ishowspeedclipz,,0.0,0.0,https://www.tiktok.com/@nassman22/video/7510721916437564694
2024-12-29,Temporary speed 🏎,Open FIFA Packs #ishowspeed #fifa #usa🇺🇸 ,Gaming/Sports,10000000,487900,7004,1007,4.9,0.1,0.0,Long (1-5m),ishowspeed,,0.0,0.0,https://www.tiktok.com/@temporaryspeed/video/7453828651176529198
2025-05-02,atomclipz,IShowSpeed couldn’t believe GTA 6 is DELAYED for another year 💔 #speed #ishowspeed #ishowspeedclips #gta6 #gta @IShowSpeed ,Other,896800,55200,3386,989,6.2,0.4,0.1,Short (<15s),speed,,0.0,0.0,https://www.tiktok.com/@atomclipz/video/7499863818764340498
2025-05-18,Kick Clipper,IShowSpeed before and after The Last of Us marathon 😭 #ishowspeed #speed #edit ,Other,13000000,1300000,81100,4945,10.0,0.6,0.0,Short (<15s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@kickclipper_/video/7505829683167104278
2025-05-06,seny,#fypシ #ishowspeed #speedhaircut #speedhairstyle #ishowspeedclipz ,Other,1500000,22900,454,332,1.5,0.0,0.0,Medium (15-60s),fypシ,,0.0,0.0,https://www.tiktok.com/@senyedit68/video/7501407959201615134
2025-04-07,atomclipz,The WHOLESOME moment when IShowSpeed did not EXPECT Unc to be so NICE ❤️ #ishowspeed #speed #ishowspeedclips #china @IShowSpeed ,Other,3600000,252100,1400,1253,7.000000000000001,0.0,0.0,Short (<15s),ishowspeed,,0.0,0.0,https://www.tiktok.com/@atomclipz/video/7490523482929794322
2025-05-30,Streamclipper,Ishowspeed was SHOCKED on how HUMBLE the owner of PSG is 🥺❤️#fyp #ishowspeed #psg ,Other,3100000,132400,6955,647,4.3,0.2,0.0,Medium (15-60s),fyp,,0.0,0.0,https://www.tiktok.com/@streamerclipperrr/video/7510285761585990954
2025-05-31,dadi_or,#CapCut #aura #ishowspeed #khabib #khabib_nurmagomedov #chmpionsleague ,Other,18000,709,163,18,3.9,0.8999999999999999,0.1,Short (<15s),capcut,3017382.0,0.0,0.0,https://www.tiktok.com/@abdou_6832/video/7510742585846041878
