video_id,url,description,timestamp,length_in_seconds,play_count,comments_count,reactions_count,reshare_count
1.12349E+15,https://www.facebook.com/reel/1123494512796684/,iShowSpeed Omegle Jumpscare Prank!,1742500356,14.647,181000,65,2165,7
1.02396E+15,https://www.facebook.com/reel/1023959019785427/,iShowSpeed Lights On FIRE!,1742499533,31.748,136000,79,2196,11
1.71991E+15,https://www.facebook.com/reel/1719905851898008/,iShowSpeed Gets a Spanking..,1742086068,53.77,113000,110,2103,11
1.15521E+15,https://www.facebook.com/reel/1155212265774265/,iShowSpeed Assists Kai Cenat's First Goal!,1741643627,28.628,1200000,349,24047,211
9.5237E+14,https://www.facebook.com/reel/952369993740600/,iShowSpeed Wins The Game For The Youtube All Stars!,1741643599,32.982,297000,151,8791,63
1.17898E+15,https://www.facebook.com/reel/1178979143839918/,iShowSpeed Defends Cristiano Ronaldo 👑,1741234229,37.654,2600000,3884,90986,1600
1.16792E+15,https://www.facebook.com/reel/1167920455050554/,iShowSpeed's Take On Solo Leveling,1740663171,37.637,115000,103,2340,38
6.35599E+14,https://www.facebook.com/reel/635599402544171/,iShowSpeed Pranked By Kai Cenat,1740577182,25.875,354000,82,11128,81
6.17368E+14,https://www.facebook.com/reel/617367810896857/,iShowSpeed Makes KSI Score An OWN GOAL,1739615207,54.587,707000,279,19105,185
1.1798E+15,https://www.facebook.com/reel/1179800473578678/,iShowSpeed Breaks Danny Aaron's Ankles,1739615209,22.505,19000000,1907,228974,919
2.37977E+15,https://www.facebook.com/reel/2379772972393301/,iShowSpeed Makes KSI Sing THICK OF IT,1739615228,34.2,393000,124,11064,75
1.18137E+15,https://www.facebook.com/reel/1181366406757013/,"If I Don't Score, I Retire..",1739502981,9.342,1100000,309,22513,100
2.96879E+15,https://www.facebook.com/reel/2968788759947970/,iShowSpeed Makes Aboflah Flinch 🤣,1739483447,15.498,18000000,2687,228391,1500
3.899E+15,https://www.facebook.com/reel/3899001617013340/,Andrés Iniesta’s Cooking With iShowSpeed,1739483320,9.059,808000,84,16708,36
9.59943E+14,https://www.facebook.com/reel/959943098995155/,iShowSpeed Facetimes TRIPLE H,1737940065,42.992,3900000,1060,144180,1300
1.07864E+15,https://www.facebook.com/reel/1078644227279785/,iShowSpeed Tries POLLO CAMPERO,1736941563,25.225,1200000,312,35886,228
2.0733E+15,https://www.facebook.com/reel/2073303683102940/,Westol Saves iShowSpeed's Life,1736854815,37.787,1000000,364,16192,197
6.00042E+14,https://www.facebook.com/reel/600042435945181/,iShowSpeed Asks WestCol Ronaldo Or Messi?,1736839237,10.11,910000,220,21304,86
5.17132E+14,https://www.facebook.com/reel/517131547345526/,iShowSpeed Meets GARNACHO,1735955153,12.629,9900000,1101,321135,1500
1.68815E+15,https://www.facebook.com/reel/1688146148783717/,iShowSpeed & Kai Cenat Create Their Own Language,1735955139,24.758,201000,63,3713,51
6.00305E+14,https://www.facebook.com/reel/600304785886271/,iShowSnot😂,1735263314,30.163,430000,266,10910,180
4.7444E+14,https://www.facebook.com/reel/474439672344402/,iShowSpeed Reacts To iShowSponge,1734458439,46.813,27000000,3607,715397,16000
1.04349E+15,https://www.facebook.com/reel/1043487040880322/,Cristano Ronaldo Avenges iShowSpeed,1734447644,17.584,506000,131,11047,107
5.88309E+14,https://www.facebook.com/reel/588309277156619/,Double Pump Is BACK,1733965280,8.224,203000,90,2140,16
1.70363E+15,https://www.facebook.com/reel/1703625206890100/,OG Speed Is Back,1733863927,58.875,151000,91,2447,52
9.97773E+14,https://www.facebook.com/reel/997772865491029/,iShowSpeed Is The Unluckiest Fortnite Player 😭😭,1733811196,12.045,762000,83,2089,18
5.52045E+14,https://www.facebook.com/reel/552044510966361/,Thank You..,1733791069,59.809,1700000,1170,128667,872
8.80583E+15,https://www.facebook.com/reel/8805826526175738/,Real.,1733599998,22.939,135000,88,1828,19
1.80567E+15,https://www.facebook.com/reel/1805668206873427/,iShowSpeed Reunites With Talking Ben,1733467030,47.397,139000,92,3106,62
4.64835E+14,https://www.facebook.com/reel/464835103014702/,Dear Tyreek Hill..,1733456826,38.088,117000,80,1843,11
4.17961E+14,https://www.facebook.com/reel/417960814722683/,iShowSpeed Get's Cristiano Ronaldo's Number,1733360457,42.075,485000,162,16070,78
5.67633E+14,https://www.facebook.com/reel/567632632730265/,The Hardest Langauge iShowSpeed Learned..,1733345610,51.184,3600000,3168,56189,847
5.15579E+14,https://www.facebook.com/reel/515579224274236/,iShowSpeed's First Time Eating Vegemite,1733104770,33.65,418000,127,5440,51
1.10462E+15,https://www.facebook.com/reel/1104624187734957/,iShowSpeed Exposes Tyreek Hill,1732892457,27.56,275000,144,4251,28
8.48367E+15,https://www.facebook.com/reel/8483670661755560/,iShowSpeed Performs The Haka!,1732845624,51.935,245000,297,9447,150
1.50705E+15,https://www.facebook.com/reel/1507052540013048/,Nobody Is Faster Than SPEED,1732831167,24.374,16000000,2407,374803,1300
3.26802E+15,https://www.facebook.com/reel/3268019886688914/,iShowSpeed vs. Pro Rugby Players 😂,1732716690,21.071,1400000,270,32319,130
2.34807E+15,https://www.facebook.com/reel/2348065278862177/,Ronaldo Shouted Me Out..,1732583588,21.204,3000000,530,87451,170
5.50575E+14,https://www.facebook.com/reel/550574661227479/,IShowSpeed vs. Pro AFL Players 😂,1732316059,10.86,6400000,432,70218,194
5.35774E+14,https://www.facebook.com/reel/535773676050662/,Nick eh 30 Trolls iShowSpeed,1729113531,21.916,239000,359,3468,41
1.65312E+15,https://www.facebook.com/reel/1653118071935232/,iShowSpeed & KSI React To THICK OF IT,1728415094,20.015,1400000,938,33801,1200
5.25009E+14,https://www.facebook.com/reel/525008990242934/,iShowSpeed Walks On Fire,1728415077,8.661,4900000,345,58653,472
5.38253E+14,https://www.facebook.com/reel/538253105815520/,iShowSpeed Bit By Dog,1728415065,7.894,249000,97,3043,42
9.13293E+14,https://www.facebook.com/reel/913293314043885/,iShowSpeed Kisses Ronaldo..,1728415052,12.422,1800000,429,50232,709
1.32211E+15,https://www.facebook.com/reel/1322107365620042/,iShowStink,1728415030,12.213,1700000,433,29761,397
8.07418E+14,https://www.facebook.com/reel/807417747992248/,iShowSpeed Almost DIES,1727737116,14.583,221000,301,3114,29
1.46992E+15,https://www.facebook.com/reel/1469924860338221/,iShowSpeed Get's Trolled in CAMBODIA,1727137197,11.4,1800000,650,28913,372
1.35346E+15,https://www.facebook.com/reel/1353457402729716/,iShowSpeed Humbles A Messi Fan,1726965711,16.75,1700000,602,26084,378
1.57913E+15,https://www.facebook.com/reel/1579134446146820/,iShowSpeed Gets a CRISTIANO RONALDO Toy,1726864065,25.116,2900000,600,82359,2500
5.37035E+14,https://www.facebook.com/reel/537035278720196/,iShowSpeed Makes a Fan FOLD,1726604037,15.25,2600000,439,18994,377
1.0477E+15,https://www.facebook.com/reel/1047703333768511/,iShowSpeed Tries KFC In Vietnam,1726519707,14.948,899000,707,12156,103
1.25936E+15,https://www.facebook.com/reel/1259355205259074/,iShowSpeed Finds a FAKE RONALDO,1726435605,12.8,1300000,652,19155,271
